도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
동탄중앙이음터도서관,경기도,화성시,공공도서관,"매월 첫 번째, 세 번째 월요일, 일요일을 제외한 법정공휴일, 재단창립기념일",09:00,22:00,09:00,18:00,09:00,18:00,480,117198,74,2150,7.0,14,경기도 화성시 동탄대로시범길 115,화성시문화재단,031-378-7344,11002,2965.0,www.hscitylib.or.kr,37.19882557,127.1107996,2025-01-01,5530000,경기도 화성시
동탄다원이음터도서관,경기도,화성시,공공도서관,"매월 두 번째, 네 번째 월요일, 일요일을 제외한 법정공휴일, 재단창립기념일",09:00,22:00,09:00,18:00,09:00,18:00,284,89153,62,2630,7.0,14,경기도 화성시 동탄순환대로 754-14,화성시인재육성재단,031-372-9611,13002,1696.0,www.hscitylib.or.kr,37.21054214,127.1048231,2025-01-01,5530000,경기도 화성시
송린이음터도서관,경기도,화성시,공공도서관,"매월 두 번째, 네 번째 월요일, 일요일을 제외한 법정공휴일, 재단창립기념일",09:00,22:00,09:00,18:00,09:00,18:00,204,68158,61,0,7.0,14,경기도 화성시 수노을2로 150,화성시문화재단,031-356-9680,14844,1141.0,www.hscitylib.or.kr,37.27732279,126.8225295,2025-01-01,5530000,경기도 화성시
전북특별자치도교육청진안도서관,,,공공도서관,월요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,179,50924,0,11899,5.0,20,전북특별자치도 진안군 진안읍 대광길 4,전북특별자치도 진안교육청,063-433-2422,2471,1340.0,https://lib.jbe.go.kr/jinanplib/,35.78943943,127.4221953,2025-01-28,4731000,전북특별자치도 진안군
전북도청도서관,,,공공도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,132,91523,119,44,5.0,14,전북특별자치도 전주시 완산구 효자로 225,전북특별자치도,063-280-2452,101302,1028.0,http://library.jeonbuk.go.kr,35.81944731,127.1063738,2025-01-24,6540000,전북특별자치도
달서구립 도원도서관,대구광역시,달서구,공공도서관,월+법정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,246,104010,35,5034,10.0,15,대구광역시 달서구 한실로 113(도원동),대구광역시 달서구청,053-667-4840,738,1230.0,https://library.daegu.go.kr/dalseolib/,35.80679403,128.5390595,2025-03-07,3470000,대구광역시 달서구
달서어린이도서관,대구광역시,달서구,공공도서관,금+법정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,155,83866,20,2387,10.0,15,대구광역시 달서구 송현로 45(상인동),대구광역시 달서구청,053-667-4860,523.4,1380.24,https://library.daegu.go.kr/dalseolib/html.do?menu_idx=129,35.82248657,128.5470123,2025-03-07,3470000,대구광역시 달서구
경남대표도서관,경상남도,창원시,공공도서관,금+법정공휴일,09:00,20:00,09:00,18:00,09:00,18:00,992,196131,60,77356,5.0,14,경상남도 창원시 의창구 사림로 45번길 59,경상남도,055-254-4811,14226,7869.0,https://lib.gyeongnam.go.kr,35.24949922,128.6818903,2024-01-31,6480000,경상남도
인천광역시교육청 주안도서관,인천광역시,미추홀구,공공도서관,매주목요일,06:00,22:00,06:00,22:00,06:00,22:00,835,246867,89,18049,10.0,15,인천광역시 미추홀구 구월남로 27,인천광역시교육청 주안도서관,032-450-9100,6611,4996.0,https://lib.ice.go.kr/juan,37.45550009,126.6928788,2024-07-31,7310505,인천광역시교육청 인천광역시교육청주안도서관
인천광역시교육청화도진도서관,인천광역시,동구,공공도서관,메주수요일+국가지정공휴일,09:00,20:00,09:00,17:00,00:00,00:00,662,181708,94,16916,10.0,14,인천광역시 동구 화도진로 122,인천광역시교육청,032-760-4100,2012,3604.9,https://lib.ice.go.kr/hwadojin/index.do,37.48184083,126.6283577,2024-08-06,7310228,인천광역시교육청 인천광역시화도진도서관
함평군립도서관,전라남도,함평군,공공도서관,매주금요일+국가지정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,92,32187,0,439,5.0,14,전라남도 함평군 함평읍 곤재로 36-33,전라남도 함평군청,061-320-2263,4481,1198.0,www.butterflyhp.or.kr,35.0575586,126.5178492,2024-08-05,4960000,전라남도 함평군
손불 작은도서관,전라남도,함평군,작은도서관,매주토요일+매주일요일+국가지정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,14,2050,0,0,3.0,14,전라남도 함평군 손불면 손불중앙길 76-11,전라남도 함평군청,000-000-0000,710,198.34,,35.1429251,126.431564,2024-08-05,4960000,전라남도 함평군
신광 마을도서관,전라남도,함평군,작은도서관,매주목요일+매주일요일+국가지정공휴일,09:00,17:00,09:00,17:00,00:00,00:00,12,894,0,0,0.0,0,전라남도 함평군 신광면 신광중앙길 84,전라남도 함평군청,000-000-0000,1889,46.0,,35.15451768,126.4970402,2024-08-05,4960000,전라남도 함평군
수성구립용학도서관,대구광역시,수성구,공공도서관,매주월요일+국가지정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,454,181223,77,5752,10.0,15,대구광역시 수성구 지범로41길 36(범물동),(재)수성문화재단,053-668-1700,1720,4515.0,https://library.daegu.go.kr/yonghak/index.do,35.821253,128.646128,2025-01-09,3460000,대구광역시 수성구
수성구립파동도서관,대구광역시,수성구,공공도서관,매주일요일+국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,77,27271,15,0,10.0,15,대구광역시 수성구 파동로3길 62(파동문화센터 1층),(재)수성문화재단,053-668-1751,1476,411.0,https://library.daegu.go.kr/yonghak/html/yonghakCalendar1.do?menu_idx=146,35.81045653,128.6181491,2025-01-09,3460000,대구광역시 수성구
수성구립무학숲도서관,대구광역시,수성구,공공도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,72,18232,20,0,10.0,15,대구광역시 수성구 청수로40길 73-10,(재)수성문화재단,053-668-1760,689,302.0,https://library.daegu.go.kr/yonghak/html/yonghakCalendar2.do?menu_idx=147,35.83526112,128.6305615,2025-01-09,3460000,대구광역시 수성구
수성구립고산도서관,대구광역시,수성구,공공도서관,매주월요일+국가지정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,546,158789,83,4352,10.0,15,대구광역시 수성구 달구벌대로650길 6(신매동),(재)수성문화재단,053-668-1900,2080,2991.0,https://library.daegu.go.kr/gosan/,35.83790388,128.7106785,2025-01-09,3460000,대구광역시 수성구
수성구립황금책문화센터도서관,대구광역시,수성구,공공도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,121,8895,19,0,10.0,15,대구광역시 수성구 청솔로2길 64(황금2동 행정복지센터 1층),(재)수성문화재단,053-668-1660,886,480.0,https://library.daegu.go.kr/beomeo/,35.84730878,128.623737,2025-01-09,3460000,대구광역시 수성구
수성구립사월책문화센터도서관,대구광역시,수성구,작은도서관,매주월요일+국가지정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,120,13643,24,0,3.0,15,대구광역시 수성구 성동로 70(청운신협행복센터 2층),(재)수성문화재단,053-668-1940,4538,314.0,https://library.daegu.go.kr/gosan/html/gosanCalendar1.do?menu_idx=112,35.8410238028,128.7231595416,2025-01-09,3460000,대구광역시 수성구
안산미디어도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,0,41752,110,24286,10.0,14,경기도 안산시 단원구 광덕1로 198(고잔동),안산시 평생학습원 중앙도서관,031-481-3961,4000,2830.0,http://lib.ansan.go.kr,37.30721498,126.8311697,2023-11-21,3930000,경기도 안산시
와동책읽는방작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,36,3522,14,395,10.0,14,경기도 안산시 단원구 화정천동로2길 38-1(와동),안산시 평생학습원 중앙도서관,031-482-2707,0,67.2,http://lib.ansan.go.kr,37.3428087,126.8228187,2023-11-21,3930000,경기도 안산시
원고잔도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,194,43258,29,0,10.0,14,경기도 안산시 단원구 원고잔공원로 33(고잔동),안산시 평생학습원 관산도서관,031-481-3877,861,783.28,http://lib.ansan.go.kr,37.32466768,126.8247627,2023-11-21,3930000,경기도 안산시
일동도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,144,31341,24,750,10.0,14,경기도 안산시 상록구 구룡로 71(일동),안산시 평생학습원 감골도서관,031-481-3712,1035.5,771.56,http://lib.ansan.go.kr,37.3154128,126.8715832,2023-11-21,3930000,경기도 안산시
중앙도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일,07:00,22:00,07:00,22:00,00:00,00:00,526,333227,170,6016,10.0,14,경기도 안산시 단원구 안산천남로 14(고잔동),안산시 평생학습원 중앙도서관,031-481-2702,9975.7,7358.0,http://lib.ansan.go.kr,37.3045533,126.8213625,2023-11-21,3930000,경기도 안산시
해양동작은도서관,경기도,안산시,작은도서관,매주토요일+매주일요일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,26,9864,7,0,10.0,14,경기도 안산시 상록구 해양로 8(사동),안산시 평생학습원 감골도서관,031-481-5774,101.6,101.06,http://lib.ansan.go.kr,37.29473547,126.8200502,2023-11-21,3930000,경기도 안산시
월피예술도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,400,20340,120,0,10.0,14,경기도 안산시 광덕산안길 32(월피동),안산시 평생학습원 감골도서관,031-369-1752,1721.9,3205.64,http://lib.ansan.go.kr,37.3361452,126.8454102,2023-11-21,3930000,경기도 안산시
월계어린이도서관,서울특별시,노원구,공공도서관,법정공휴일+일,09:00,18:00,09:00,17:00,00:00,00:00,100,18186,10,0,7.0,14,서울특별시 노원구 마들로 86,노원구구립도서관,070-4238-5148,1106,558.68,www.nowonlib.kr,37.62358838,127.0687815,2024-07-24,3100000,서울특별시 노원구
꿈꾸는작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,14,15659,0,0,7.0,14,서울특별시 노원구 석계로 59,노원구구립도서관,02-2116-2419,65,,www.nowonlib.kr,37.61999132,127.0628836,2024-07-24,3100000,서울특별시 노원구
달내작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,18,12264,0,0,7.0,14,서울특별시 노원구 초안산로5길 28,노원구구립도서관,02-2116-2449,48.29,,www.nowonlib.kr,37.63251005,127.0507812,2024-07-24,3100000,서울특별시 노원구
군산시립도서관(학습실),,,공공도서관,명절+선거일,07:00,22:00,07:00,23:00,07:00,23:00,462,0,0,0,0.0,0,전북특별자치도 군산시 축동로 72,전북특별자치도 군산시청,063-454-5620,2450,5736.0,http://lib.gunsan.go.kr,35.96608858,126.7113646,2024-10-14,4671000,전북특별자치도 군산시
금강도서관,,,공공도서관,매주 월요일+국가지정 공휴일(일요일 운영시간 토요일과 동일),09:00,22:00,09:00,18:00,00:00,00:00,563,37743,32,0,5.0,14,전북특별자치도 군산시 축동로 72,전북특별자치도 군산시청,063-454-5670,1500,3753.0,http://lib.gunsan.go.kr,35.96608903,126.7113651,2024-10-14,4671000,전북특별자치도 군산시
늘푸른도서관,,,공공도서관,매주 일요일+국가지정 공휴일,09:00,22:00,09:00,18:00,00:00,00:00,220,82510,45,0,5.0,14,전북특별자치도 군산시 하나운로 17,전북특별자치도 군산시청,063-454-5980,2776,2338.0,http://lib.gunsan.go.kr,35.96051754,126.6990535,2024-10-14,4671000,전북특별자치도 군산시
설림도서관(자료열람실),,,공공도서관,매주 일요일+국가지정 공휴일,09:00,22:00,09:00,18:00,00:00,00:00,83,55537,36,0,5.0,14,전북특별자치도 군산시 설림길 25,전북특별자치도 군산시청,063-454-5700,3392,1157.0,http://lib.gunsan.go.kr,35.9730164,126.6843977,2024-10-14,4671000,전북특별자치도 군산시
설림도서관(학습실),,,공공도서관,명절+선거일,07:00,22:00,07:00,22:00,07:00,22:00,136,0,0,0,0.0,0,전북특별자치도 군산시 설림길 25,전북특별자치도 군산시청,063-454-5700,3392,1157.0,http://lib.gunsan.go.kr,35.9730164,126.6843977,2024-10-14,4671000,전북특별자치도 군산시
산들도서관,,,공공도서관,매주 일요일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,156,18744,26,0,5.0,14,전북특별자치도 군산시 옥구읍 옥구로 27,전북특별자치도 군산시청,063-454-5800,4347,986.14,http://lib.gunsan.go.kr,35.92197354,126.6836257,2024-10-14,4671000,전북특별자치도 군산시
임피채만식도서관,,,공공도서관,매주 일요일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,80,33330,10,0,5.0,14,전북특별자치도 군산시 임피면 임피향교길 39,전북특별자치도 군산시청,063-454-5655,2317,693.0,http://lib.gunsan.go.kr,35.98754425,126.8484693,2024-10-14,4671000,전북특별자치도 군산시
구암작은도서관,,,작은도서관,매주 일요일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,32,22306,10,0,5.0,14,전북특별자치도 군산시 구암3.1로 245,전북특별자치도 군산시청,063-454-5657,310,166.0,http://lib.gunsan.go.kr,35.9851392,126.7445904,2024-10-14,4671000,전북특별자치도 군산시
월명작은도서관,,,작은도서관,매주 일요일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,63,19620,11,0,5.0,14,전북특별자치도 군산시 구영7길 6,전북특별자치도 군산시청,063-454-5659,236,236.0,http://lib.gunsan.go.kr,35.9841665,126.7088439,2024-10-14,4671000,전북특별자치도 군산시
미성작은도서관,,,작은도서관,매주 일요일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,20594,10,0,5.0,14,전북특별자치도 군산시 동아로 11,전북특별자치도 군산시청,063-454-5658,313,313.0,http://lib.gunsan.go.kr,35.96126144,126.6754742,2024-10-14,4671000,전북특별자치도 군산시
미룡작은도서관,,,작은도서관,매주 일요일+국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,57,24789,8,0,5.0,14,전북특별자치도 군산시 미룡로 42,전북특별자치도 군산시청,063-454-5661,210,210.0,http://lib.gunsan.go.kr,35.94144271,126.6896158,2024-10-14,4671000,전북특별자치도 군산시
반포도서관,서울특별시,서초구,공공도서관,월+ 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,450,156621,100,5293,5.0,14,서울특별시 서초구 고무래로 34,(재)서초문화재단,02-520-8700,3593.48,3593.48,http://www.seocholib.or.kr,37.50248861,127.012535,2023-12-06,3210000,서울특별시 서초구
내곡도서관,서울특별시,서초구,공공도서관,월+ 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,250,80917,50,1452,5.0,14,서울특별시 서초구 청계산로7길 9-20,(재)서초문화재단,02-3461-3007,1528,1528.0,http://naegok.seocholib.or.kr,,,2023-12-06,3210000,서울특별시 서초구
양재도서관,서울특별시,서초구,공공도서관,금+ 법정공휴일,09:00,22:00,09:00,20:00,09:00,20:00,410,71280,80,2410,5.0,14,서울특별시 서초구 양재천로 33,(재)서초문화재단,02-3486-4050,2985,2985.0,https://yangjae.seocholib.or.kr/,37.473627,127.0335724,2023-12-06,3210000,서울특별시 서초구
서이도서관,서울특별시,서초구,공공도서관,월+ 법정공휴일,09:00,21:00,09:00,18:00,09:00,18:00,100,25737,24,0,5.0,14,서울특별시 서초구 서초대로70길 51,(재)서초문화재단,02-3471-1337,364.43,364.43,https://seoi.seocholib.or.kr/,37.492071,127.024905,2023-12-06,3210000,서울특별시 서초구
잠원도서관,서울특별시,서초구,공공도서관,월+ 법정공휴일,09:00,21:00,09:00,18:00,09:00,18:00,60,27654,25,0,5.0,14,서울특별시 서초구 나루터로 38,(재)서초문화재단,02-3477-8655,313.74,313.74,https://jamwon.seocholib.or.kr/,37.51496916,127.013922,2023-12-06,3210000,서울특별시 서초구
방배도서관,서울특별시,서초구,공공도서관,월+ 법정공휴일,09:00,21:00,09:00,18:00,09:00,18:00,60,22005,23,0,5.0,14,서울특별시 서초구 방배로 40,(재)서초문화재단,02-3471-3993,271,264.0,https://bangbae.seocholib.or.kr/,37.47843957,126.999945,2023-12-06,3210000,서울특별시 서초구
서초그림책도서관,서울특별시,서초구,공공도서관,월+ 법정공휴일,09:00,21:00,09:00,18:00,09:00,18:00,100,17236,27,1084,5.0,14,서울특별시 서초구 명달로 150,(재)서초문화재단,02-3471-0995,316.06,316.06,https://picturebook.seocholib.or.kr/,37.490693,127.005102,2023-12-06,3210000,서울특별시 서초구
서초청소년도서관,서울특별시,서초구,공공도서관,금+ 법정공휴일,10:00,22:00,09:00,20:00,09:00,20:00,224,39595,87,332,5.0,14,서울특별시 서초구 효령로77길 37,(사)한국청소년지원네트워크,02-3486-9543,1030,1030.0,https://seocho.seocholib.or.kr/,37.492324,127.0281935,2023-12-06,3210000,서울특별시 서초구
